journey_id,trader_id,journey_number,archetype_classification,classification_confidence,signature_vector,cluster_id,outlier_score,trajectory_position
JRN-00519-001,TRAV-00519,1,JRN-DO,0.7,"[0.143,0.351,0.300,0.111,0.073,0.901,1.000,0.871,0.750,0.318]",9,0.113,0.05
JRN-00520-001,TRAV-00520,1,JRN-LF,0.733,"[0.000,0.091,0.000,0.355,0.748,0.305,0.008,0.678,0.033,0.026]",1,0.244,0.05
JRN-00521-001,TRAV-00521,1,JRN-LF,0.865,"[0.171,0.347,0.261,0.184,0.868,0.424,0.041,0.981,0.158,0.000]",2,0.17,0.05
JRN-00213-002,TRAV-00213,2,JRN-UN,0.44,"[0.459,0.695,0.199,0.493,0.386,0.535,0.060,0.481,0.281,0.436]",16,0.522,0.1
JRN-00071-002,TRAV-00071,2,JRN-WH,0.784,"[0.532,0.354,0.513,0.693,0.492,0.174,0.592,0.266,0.530,0.657]",8,0.101,0.1
JRN-00522-001,TRAV-00522,1,JRN-LF,0.797,"[0.000,0.203,0.000,0.253,0.770,0.532,0.012,0.849,0.322,0.000]",1,0.146,0.05
JRN-00251-002,TRAV-00251,2,JRN-WH,0.899,"[0.634,0.563,0.690,0.410,0.578,0.414,0.543,0.441,0.514,0.643]",6,0.013,0.1
JRN-00390-002,TRAV-00390,2,JRN-WH,0.815,"[0.301,0.367,0.560,0.626,0.547,0.576,0.413,0.553,0.364,0.922]",6,0,0.1
JRN-00523-001,TRAV-00523,1,JRN-DO,0.76,"[0.000,0.000,0.110,0.057,0.315,0.705,1.000,0.907,0.494,0.317]",9,0.17,0.05
JRN-00524-001,TRAV-00524,1,JRN-LF,0.67,"[0.000,0.103,0.280,0.113,0.902,0.088,0.019,0.515,0.174,0.262]",1,0.079,0.05
JRN-00525-001,TRAV-00525,1,JRN-LF,0.855,"[0.046,0.228,0.137,0.126,1.000,0.065,0.000,1.000,0.023,0.010]",3,0.042,0.05
JRN-00526-001,TRAV-00526,1,JRN-UN,0.235,"[0.415,0.512,0.454,0.480,0.558,0.667,0.428,0.613,0.529,0.536]",19,0.453,0.05
JRN-00527-001,TRAV-00527,1,JRN-WH,0.837,"[0.601,0.549,0.440,0.502,0.544,0.472,0.657,0.384,0.825,0.623]",8,0.21,0.05
JRN-00029-002,TRAV-00029,2,JRN-LF,0.849,"[0.304,0.362,0.185,0.487,0.825,0.330,0.000,0.985,0.096,0.185]",2,0.017,0.1
JRN-00528-001,TRAV-00528,1,JRN-DO,0.72,"[0.000,0.282,0.104,0.210,0.060,0.619,0.897,0.892,0.933,0.152]",9,0.227,0.05
JRN-00529-001,TRAV-00529,1,JRN-DO,0.613,"[0.172,0.191,0.242,0.023,0.061,0.629,0.862,0.823,0.708,0.225]",10,0.212,0.05
JRN-00530-001,TRAV-00530,1,JRN-DO,0.8,"[0.269,0.000,0.194,0.147,0.000,0.823,0.545,1.000,0.854,0.417]",11,0.19,0.05
JRN-00531-001,TRAV-00531,1,JRN-LF,0.882,"[0.108,0.000,0.255,0.422,1.000,0.318,0.000,0.825,0.308,0.146]",1,0.088,0.05
JRN-00234-003,TRAV-00234,3,JRN-WH,0.915,"[0.773,0.585,0.471,0.582,0.311,0.472,0.647,0.605,0.727,0.468]",5,0,0.15
JRN-00137-003,TRAV-00137,3,JRN-WH,0.806,"[0.527,0.502,0.405,0.672,0.579,0.564,0.532,0.502,0.550,0.645]",7,0.24,0.15
JRN-00532-001,TRAV-00532,1,JRN-WH,0.858,"[0.595,0.354,0.561,0.533,0.297,0.342,0.725,0.501,0.749,0.599]",5,0.227,0.05
JRN-00178-002,TRAV-00178,2,JRN-UN,0.457,"[0.437,0.416,0.417,0.622,0.631,0.369,0.479,0.554,0.049,0.594]",19,0.565,0.1
JRN-00533-001,TRAV-00533,1,JRN-LF,0.773,"[0.000,0.413,0.042,0.233,0.936,0.087,0.215,0.912,0.093,0.208]",3,0.022,0.05
JRN-00534-001,TRAV-00534,1,JRN-HA,0.58,"[0.656,0.521,0.850,0.805,1.000,0.763,0.259,0.223,0.343,0.678]",13,0.304,0.05
JRN-00535-001,TRAV-00535,1,JRN-WH,0.914,"[0.417,0.406,0.401,0.538,0.461,0.613,0.668,0.565,0.312,0.444]",8,0.009,0.05
JRN-00261-002,TRAV-00261,2,JRN-UN,0.454,"[0.563,0.444,0.185,0.482,0.407,0.441,0.331,0.573,0.440,0.524]",19,0.384,0.1
JRN-00355-002,TRAV-00355,2,JRN-UN,0.393,"[0.447,0.347,0.024,0.733,0.302,0.766,0.386,0.490,0.439,0.426]",16,0.448,0.1
JRN-00536-001,TRAV-00536,1,JRN-DO,0.773,"[0.168,0.012,0.070,0.384,0.116,0.526,0.839,0.973,0.652,0.207]",10,0.2,0.05
JRN-00022-004,TRAV-00022,4,JRN-WH,0.829,"[0.692,0.571,0.561,0.402,0.294,0.479,0.808,0.221,0.754,0.707]",4,0.011,0.2
JRN-00537-001,TRAV-00537,1,JRN-UN,0.271,"[0.355,0.656,0.324,0.584,0.219,0.497,0.103,0.489,0.342,0.604]",15,0.505,0.05
JRN-00538-001,TRAV-00538,1,JRN-DO,0.814,"[0.180,0.330,0.311,0.000,0.344,0.590,0.837,0.872,0.709,0.003]",9,0.265,0.05
JRN-00539-001,TRAV-00539,1,JRN-DO,0.689,"[0.181,0.264,0.069,0.102,0.258,0.990,0.774,0.888,0.932,0.273]",11,0.357,0.05
JRN-00378-002,TRAV-00378,2,JRN-DO,0.86,"[0.337,0.037,0.159,0.000,0.369,0.839,0.733,1.000,0.852,0.111]",11,0.335,0.1
JRN-00540-001,TRAV-00540,1,JRN-WH,0.859,"[0.444,0.427,0.410,0.412,0.508,0.406,0.446,0.525,0.391,0.321]",4,0.023,0.05
JRN-00210-002,TRAV-00210,2,JRN-HA,0.617,"[0.649,0.703,0.857,0.674,0.984,0.739,0.311,0.553,0.531,0.953]",12,0.448,0.1
JRN-00541-001,TRAV-00541,1,JRN-LF,0.671,"[0.000,0.176,0.210,0.294,0.991,0.332,0.000,0.888,0.000,0.284]",1,0.154,0.05
JRN-00542-001,TRAV-00542,1,JRN-DO,0.616,"[0.128,0.349,0.182,0.217,0.000,0.843,0.839,0.740,0.725,0.348]",11,0.155,0.05
JRN-00543-001,TRAV-00543,1,JRN-UN,0.382,"[0.321,0.407,0.471,0.418,0.412,0.426,0.227,0.531,0.373,0.591]",19,0.646,0.05
JRN-00544-001,TRAV-00544,1,JRN-LF,0.702,"[0.368,0.181,0.151,0.156,1.000,0.000,0.047,0.985,0.359,0.409]",3,0.065,0.05
JRN-00545-001,TRAV-00545,1,JRN-HA,0.584,"[0.906,0.576,0.970,0.564,0.482,0.339,0.460,0.626,0.373,0.751]",14,0.401,0.05
JRN-00225-002,TRAV-00225,2,JRN-UN,0.348,"[0.632,0.481,0.053,0.585,0.348,0.443,0.381,0.572,0.515,0.407]",15,0.482,0.1
JRN-00048-002,TRAV-00048,2,JRN-WH,0.811,"[0.743,0.289,0.491,0.497,0.359,0.681,0.757,0.369,0.336,0.353]",8,0.104,0.1
JRN-00546-001,TRAV-00546,1,JRN-DO,0.721,"[0.146,0.114,0.000,0.159,0.027,0.404,0.692,1.000,0.680,0.375]",9,0.107,0.05
JRN-00496-002,TRAV-00496,2,JRN-WH,0.907,"[0.462,0.563,0.373,0.362,0.606,0.240,0.376,0.587,0.627,0.598]",6,0.147,0.1
JRN-00547-001,TRAV-00547,1,JRN-LF,0.829,"[0.084,0.232,0.202,0.147,0.857,0.027,0.055,0.937,0.175,0.195]",3,0.301,0.05
JRN-00548-001,TRAV-00548,1,JRN-DO,0.691,"[0.000,0.277,0.133,0.103,0.342,0.768,0.753,0.624,0.906,0.385]",11,0.005,0.05
JRN-00549-001,TRAV-00549,1,JRN-LF,0.67,"[0.058,0.041,0.133,0.059,0.990,0.127,0.099,0.954,0.171,0.230]",3,0.036,0.05
JRN-00550-001,TRAV-00550,1,JRN-LF,0.784,"[0.378,0.184,0.187,0.321,0.648,0.473,0.000,0.887,0.345,0.366]",3,0.176,0.05
JRN-00551-001,TRAV-00551,1,JRN-LF,0.787,"[0.028,0.141,0.189,0.177,1.000,0.033,0.000,0.777,0.000,0.000]",2,0.085,0.05
JRN-00487-002,TRAV-00487,2,JRN-LF,0.817,"[0.000,0.000,0.249,0.262,0.773,0.083,0.000,0.727,0.094,0.028]",3,0.022,0.1
JRN-00552-001,TRAV-00552,1,JRN-UN,0.299,"[0.402,0.659,0.381,0.688,0.145,0.542,0.240,0.380,0.429,0.152]",17,0.562,0.05
JRN-00550-002,TRAV-00550,2,JRN-UN,0.237,"[0.347,0.692,0.422,0.622,0.604,0.513,0.206,0.346,0.383,0.513]",16,0.654,0.1
JRN-00409-002,TRAV-00409,2,JRN-LF,0.774,"[0.312,0.046,0.212,0.223,0.883,0.085,0.067,0.871,0.078,0.184]",3,0.193,0.1
JRN-00553-001,TRAV-00553,1,JRN-DO,0.653,"[0.138,0.212,0.275,0.000,0.000,0.533,0.778,1.000,0.990,0.194]",10,0.273,0.05
JRN-00458-002,TRAV-00458,2,JRN-HA,0.825,"[0.789,0.746,0.900,0.616,0.923,0.570,0.437,0.599,0.132,0.638]",13,0.403,0.1
JRN-00554-001,TRAV-00554,1,JRN-LF,0.72,"[0.290,0.000,0.000,0.000,0.855,0.357,0.341,0.881,0.484,0.000]",3,0.233,0.05
JRN-00555-001,TRAV-00555,1,JRN-DO,0.61,"[0.315,0.031,0.126,0.000,0.265,0.814,0.835,0.796,1.000,0.197]",9,0.336,0.05
JRN-00556-001,TRAV-00556,1,JRN-LF,0.743,"[0.000,0.076,0.161,0.068,0.887,0.240,0.264,1.000,0.444,0.321]",3,0,0.05
JRN-00436-002,TRAV-00436,2,JRN-HA,0.605,"[0.625,0.713,0.913,0.731,1.000,0.525,0.400,0.431,0.188,0.586]",13,0.551,0.1
JRN-00557-001,TRAV-00557,1,JRN-DO,0.691,"[0.093,0.021,0.430,0.259,0.112,0.806,1.000,0.911,0.921,0.176]",11,0.173,0.05
JRN-00558-001,TRAV-00558,1,JRN-UN,0.409,"[0.457,0.492,0.150,0.402,0.095,0.551,0.276,0.465,0.234,0.690]",20,0.434,0.05
JRN-00559-001,TRAV-00559,1,JRN-WH,0.852,"[0.316,0.458,0.503,0.638,0.403,0.703,0.413,0.469,0.390,0.435]",6,0.226,0.05
JRN-00119-002,TRAV-00119,2,JRN-UN,0.315,"[0.629,0.377,0.192,0.914,0.513,0.290,0.261,0.368,0.554,0.491]",17,0.61,0.1
JRN-00560-001,TRAV-00560,1,JRN-HA,0.742,"[0.818,0.575,1.000,0.527,0.876,0.500,0.644,0.149,0.445,0.835]",14,0.395,0.05
JRN-00297-002,TRAV-00297,2,JRN-UN,0.411,"[0.217,0.413,0.450,0.496,0.377,0.574,0.374,0.729,0.532,0.458]",20,0.431,0.1
JRN-00561-001,TRAV-00561,1,JRN-DO,0.651,"[0.022,0.085,0.411,0.000,0.000,0.651,0.886,1.000,0.841,0.316]",11,0.12,0.05
JRN-00186-003,TRAV-00186,3,JRN-LF,0.837,"[0.152,0.098,0.295,0.417,0.792,0.000,0.130,0.731,0.195,0.034]",2,0.131,0.15
JRN-00562-001,TRAV-00562,1,JRN-LF,0.725,"[0.000,0.205,0.000,0.252,1.000,0.433,0.053,0.771,0.162,0.196]",2,0.239,0.05
JRN-00386-002,TRAV-00386,2,JRN-DO,0.72,"[0.355,0.289,0.265,0.069,0.081,0.746,0.811,0.787,0.723,0.204]",9,0.218,0.1
JRN-00563-001,TRAV-00563,1,JRN-DO,0.695,"[0.147,0.000,0.046,0.198,0.176,0.648,0.766,1.000,1.000,0.101]",10,0.027,0.05
JRN-00564-001,TRAV-00564,1,JRN-DO,0.728,"[0.000,0.000,0.273,0.300,0.000,0.803,0.715,0.865,0.666,0.000]",11,0.17,0.05
JRN-00053-003,TRAV-00053,3,JRN-LF,0.669,"[0.076,0.000,0.332,0.025,1.000,0.000,0.043,0.978,0.000,0.000]",2,0.24,0.15
JRN-00565-001,TRAV-00565,1,JRN-HA,0.709,"[0.701,0.944,0.776,0.766,0.541,0.648,0.669,0.528,0.170,0.558]",12,0.427,0.05
JRN-00223-002,TRAV-00223,2,JRN-DO,0.659,"[0.113,0.234,0.000,0.041,0.000,0.603,1.000,0.875,1.000,0.374]",10,0.015,0.1
JRN-00171-004,TRAV-00171,4,JRN-UN,0.356,"[0.255,0.442,0.362,0.820,0.139,0.409,0.246,0.516,0.337,0.562]",19,0.424,0.2
JRN-00566-001,TRAV-00566,1,JRN-LF,0.845,"[0.126,0.000,0.176,0.411,1.000,0.231,0.180,0.877,0.181,0.089]",3,0.242,0.05
JRN-00567-001,TRAV-00567,1,JRN-LF,0.884,"[0.239,0.374,0.266,0.251,0.914,0.000,0.045,0.887,0.000,0.091]",2,0.121,0.05
JRN-00139-003,TRAV-00139,3,JRN-WH,0.901,"[0.236,0.691,0.744,0.390,0.400,0.480,0.504,0.418,0.402,0.539]",6,0,0.15
JRN-00568-001,TRAV-00568,1,JRN-LF,0.715,"[0.088,0.140,0.000,0.000,0.787,0.485,0.058,0.670,0.261,0.258]",1,0.12,0.05
JRN-00343-002,TRAV-00343,2,JRN-UN,0.487,"[0.233,0.401,0.135,0.807,0.510,0.597,0.309,0.876,0.233,0.356]",19,0.596,0.1
JRN-00029-003,TRAV-00029,3,JRN-UN,0.391,"[0.310,0.717,0.296,0.484,0.474,0.500,0.394,0.737,0.534,0.489]",20,0.684,0.15
JRN-00569-001,TRAV-00569,1,JRN-LF,0.678,"[0.228,0.166,0.205,0.115,1.000,0.047,0.014,1.000,0.340,0.139]",1,0.295,0.05
JRN-00570-001,TRAV-00570,1,JRN-LF,0.915,"[0.152,0.185,0.273,0.221,0.978,0.390,0.000,0.790,0.316,0.090]",3,0.199,0.05
JRN-00325-002,TRAV-00325,2,JRN-UN,0.524,"[0.360,0.479,0.184,0.603,0.413,0.165,0.434,0.338,0.395,0.488]",16,0.558,0.1
JRN-00571-001,TRAV-00571,1,JRN-UN,0.378,"[0.565,0.673,0.118,0.426,0.638,0.523,0.582,0.382,0.619,0.222]",15,0.555,0.05
JRN-00572-001,TRAV-00572,1,JRN-UN,0.207,"[0.531,0.143,0.563,0.575,0.414,0.214,0.412,0.266,0.404,0.460]",17,0.626,0.05
JRN-00573-001,TRAV-00573,1,JRN-UN,0.378,"[0.335,0.345,0.251,0.594,0.017,0.519,0.408,0.290,0.543,0.232]",15,0.559,0.05
JRN-00009-005,TRAV-00009,5,JRN-DO,0.774,"[0.330,0.051,0.000,0.083,0.072,0.716,0.655,0.858,0.647,0.415]",9,0.233,0.25
JRN-00574-001,TRAV-00574,1,JRN-UN,0.281,"[0.374,0.316,0.145,0.497,0.531,0.752,0.312,0.547,0.421,0.416]",20,0.358,0.05
JRN-00221-002,TRAV-00221,2,JRN-LF,0.75,"[0.216,0.018,0.260,0.263,0.849,0.154,0.044,0.737,0.201,0.000]",2,0.309,0.1
JRN-00575-001,TRAV-00575,1,JRN-LF,0.755,"[0.143,0.330,0.000,0.226,0.990,0.355,0.183,0.775,0.280,0.071]",3,0.226,0.05
JRN-00576-001,TRAV-00576,1,JRN-LF,0.763,"[0.000,0.156,0.225,0.228,0.832,0.189,0.065,0.833,0.388,0.114]",2,0.129,0.05
JRN-00577-001,TRAV-00577,1,JRN-LF,0.659,"[0.014,0.220,0.000,0.322,0.804,0.329,0.247,0.925,0.557,0.082]",2,0.143,0.05
JRN-00578-001,TRAV-00578,1,JRN-LF,0.666,"[0.106,0.335,0.216,0.000,1.000,0.227,0.051,0.757,0.201,0.060]",2,0.171,0.05
JRN-00390-003,TRAV-00390,3,JRN-DO,0.808,"[0.259,0.264,0.055,0.004,0.103,0.976,0.844,0.763,1.000,0.236]",9,0.037,0.15
JRN-00579-001,TRAV-00579,1,JRN-LF,0.695,"[0.083,0.203,0.095,0.312,1.000,0.338,0.215,0.574,0.129,0.354]",1,0.173,0.05
JRN-00580-001,TRAV-00580,1,JRN-LF,0.742,"[0.177,0.301,0.037,0.524,1.000,0.390,0.000,0.919,0.213,0.092]",2,0.041,0.05
JRN-00581-001,TRAV-00581,1,JRN-WH,0.784,"[0.315,0.601,0.457,0.598,0.605,0.613,0.382,0.334,0.441,0.682]",5,0.088,0.05
JRN-00582-001,TRAV-00582,1,JRN-DO,0.698,"[0.337,0.169,0.216,0.035,0.067,0.879,0.748,0.958,0.769,0.264]",10,0.083,0.05
JRN-00583-001,TRAV-00583,1,JRN-HA,0.77,"[0.886,0.624,0.651,0.609,0.951,0.502,0.408,0.449,0.262,0.736]",12,0.271,0.05
JRN-00584-001,TRAV-00584,1,JRN-LF,0.852,"[0.100,0.282,0.000,0.364,1.000,0.043,0.024,0.658,0.067,0.209]",1,0.193,0.05
JRN-00585-001,TRAV-00585,1,JRN-HA,0.779,"[0.500,0.939,0.700,0.499,0.892,0.192,0.479,0.517,0.149,0.763]",12,0.3,0.05
JRN-00586-001,TRAV-00586,1,JRN-DO,0.689,"[0.198,0.191,0.419,0.155,0.103,0.824,1.000,0.546,0.819,0.215]",10,0.214,0.05
JRN-00214-002,TRAV-00214,2,JRN-HA,0.551,"[0.980,0.721,0.901,0.825,0.766,0.451,0.505,0.473,0.481,0.705]",14,0.365,0.1
JRN-00259-002,TRAV-00259,2,JRN-LF,0.866,"[0.000,0.000,0.000,0.362,1.000,0.195,0.014,0.821,0.427,0.150]",3,0.255,0.1
JRN-00587-001,TRAV-00587,1,JRN-UN,0.402,"[0.387,0.292,0.157,0.721,0.387,0.374,0.667,0.475,0.682,0.394]",19,0.09,0.05
JRN-00588-001,TRAV-00588,1,JRN-LF,0.656,"[0.412,0.182,0.204,0.000,1.000,0.181,0.000,0.474,0.316,0.037]",1,0.144,0.05
JRN-00589-001,TRAV-00589,1,JRN-DO,0.703,"[0.160,0.173,0.000,0.000,0.117,0.723,0.622,0.696,0.771,0.151]",9,0.167,0.05
JRN-00590-001,TRAV-00590,1,JRN-LF,0.737,"[0.199,0.134,0.409,0.178,1.000,0.000,0.185,0.957,0.307,0.077]",1,0.293,0.05
JRN-00591-001,TRAV-00591,1,JRN-HA,0.712,"[0.768,0.620,0.969,0.781,0.480,0.711,0.498,0.407,0.445,0.664]",12,0.234,0.05
JRN-00269-003,TRAV-00269,3,JRN-DO,0.853,"[0.166,0.147,0.528,0.036,0.026,0.561,1.000,0.986,1.000,0.325]",9,0.209,0.15
JRN-00592-001,TRAV-00592,1,JRN-UN,0.396,"[0.272,0.457,0.082,0.531,0.595,0.420,0.392,0.104,0.384,0.523]",20,0.567,0.05
JRN-00593-001,TRAV-00593,1,JRN-LF,0.812,"[0.000,0.349,0.154,0.263,0.909,0.031,0.031,0.764,0.210,0.059]",1,0,0.05
JRN-00131-002,TRAV-00131,2,JRN-DO,0.877,"[0.259,0.127,0.520,0.160,0.324,0.622,1.000,0.918,0.678,0.253]",11,0.343,0.1
JRN-00594-001,TRAV-00594,1,JRN-HA,0.841,"[0.670,0.522,0.637,0.855,0.779,0.641,0.709,0.110,0.562,0.750]",12,0.377,0.05
JRN-00512-002,TRAV-00512,2,JRN-HA,0.79,"[0.926,0.671,0.966,0.604,0.576,0.910,0.990,0.682,0.213,0.681]",13,0.357,0.1
JRN-00470-003,TRAV-00470,3,JRN-DO,0.651,"[0.000,0.278,0.185,0.234,0.000,0.594,0.891,0.852,0.656,0.245]",9,0.243,0.15
JRN-00595-001,TRAV-00595,1,JRN-DO,0.724,"[0.297,0.000,0.274,0.007,0.000,0.581,0.906,0.706,0.611,0.099]",10,0.303,0.05
JRN-00596-001,TRAV-00596,1,JRN-UN,0.306,"[0.415,0.904,0.283,0.692,0.492,0.486,0.402,0.728,0.480,0.682]",19,0.384,0.05
JRN-00114-002,TRAV-00114,2,JRN-LF,0.741,"[0.213,0.030,0.101,0.110,0.889,0.463,0.251,0.816,0.102,0.000]",3,0.221,0.1
JRN-00505-002,TRAV-00505,2,JRN-HA,0.714,"[0.567,0.536,0.867,0.923,0.804,0.611,0.607,0.283,0.063,0.400]",12,0.349,0.1
JRN-00597-001,TRAV-00597,1,JRN-DO,0.678,"[0.000,0.000,0.000,0.269,0.389,0.733,0.992,0.468,0.837,0.281]",10,0.145,0.05
JRN-00191-002,TRAV-00191,2,JRN-WH,0.785,"[0.703,0.696,0.565,0.650,0.452,0.550,0.401,0.649,0.685,0.388]",4,0.008,0.1
JRN-00598-001,TRAV-00598,1,JRN-LF,0.667,"[0.229,0.300,0.199,0.015,0.941,0.175,0.202,0.864,0.295,0.061]",2,0.179,0.05
JRN-00599-001,TRAV-00599,1,JRN-WH,0.797,"[0.397,0.514,0.310,0.739,0.570,0.689,0.333,0.565,0.442,0.640]",8,0.093,0.05
JRN-00600-001,TRAV-00600,1,JRN-UN,0.453,"[0.577,0.626,0.420,0.424,0.458,0.379,0.286,0.516,0.474,0.570]",18,0.451,0.05
JRN-00123-002,TRAV-00123,2,JRN-LF,0.899,"[0.215,0.072,0.000,0.188,0.898,0.309,0.228,0.816,0.000,0.000]",1,0.198,0.1
JRN-00601-001,TRAV-00601,1,JRN-DO,0.743,"[0.286,0.087,0.377,0.000,0.245,0.562,0.914,0.891,0.724,0.205]",9,0.01,0.05
JRN-00430-002,TRAV-00430,2,JRN-WH,0.798,"[0.527,0.551,0.612,0.739,0.522,0.250,0.420,0.112,0.585,0.590]",6,0.112,0.1
JRN-00602-001,TRAV-00602,1,JRN-LF,0.866,"[0.134,0.346,0.255,0.566,1.000,0.338,0.136,0.657,0.128,0.000]",2,0.194,0.05
JRN-00603-001,TRAV-00603,1,JRN-LF,0.866,"[0.005,0.391,0.184,0.345,1.000,0.545,0.062,0.684,0.000,0.161]",1,0.135,0.05
JRN-00604-001,TRAV-00604,1,JRN-UN,0.513,"[0.389,0.509,0.394,0.554,0.126,0.815,0.508,0.439,0.433,0.185]",16,0.486,0.05
JRN-00605-001,TRAV-00605,1,JRN-LF,0.795,"[0.201,0.091,0.042,0.309,0.760,0.204,0.121,1.000,0.072,0.000]",1,0.042,0.05
JRN-00606-001,TRAV-00606,1,JRN-LF,0.69,"[0.224,0.123,0.052,0.000,0.800,0.000,0.051,0.655,0.230,0.000]",3,0.197,0.05
JRN-00607-001,TRAV-00607,1,JRN-LF,0.738,"[0.017,0.288,0.018,0.084,0.901,0.374,0.093,0.885,0.020,0.000]",2,0.266,0.05
JRN-00608-001,TRAV-00608,1,JRN-DO,0.69,"[0.368,0.295,0.472,0.000,0.067,0.760,0.814,1.000,0.635,0.131]",10,0.162,0.05
JRN-00609-001,TRAV-00609,1,JRN-DO,0.813,"[0.266,0.230,0.407,0.225,0.115,0.633,1.000,0.979,0.680,0.151]",10,0.369,0.05
JRN-00367-002,TRAV-00367,2,JRN-LF,0.677,"[0.181,0.469,0.000,0.232,0.986,0.000,0.000,0.859,0.203,0.000]",3,0.192,0.1
JRN-00610-001,TRAV-00610,1,JRN-UN,0.386,"[0.426,0.596,0.219,0.714,0.456,0.634,0.107,0.430,0.270,0.549]",17,0.552,0.05
JRN-00611-001,TRAV-00611,1,JRN-WH,0.87,"[0.575,0.440,0.374,0.487,0.649,0.544,0.500,0.522,0.416,0.380]",5,0.249,0.05
JRN-00612-001,TRAV-00612,1,JRN-HA,0.833,"[1.000,0.643,0.513,0.573,0.891,0.732,0.656,0.437,0.480,0.650]",14,0.163,0.05
JRN-00031-003,TRAV-00031,3,JRN-UN,0.381,"[0.601,0.492,0.305,0.651,0.327,0.624,0.302,0.516,0.454,0.278]",19,0.516,0.15
JRN-00613-001,TRAV-00613,1,JRN-HA,0.837,"[0.632,0.565,0.807,0.948,0.722,0.511,0.709,0.388,0.146,0.859]",14,0.39,0.05
JRN-00614-001,TRAV-00614,1,JRN-WH,0.838,"[0.659,0.746,0.244,0.345,0.514,0.761,0.482,0.789,0.206,0.543]",5,0.035,0.05
JRN-00181-002,TRAV-00181,2,JRN-LF,0.824,"[0.128,0.402,0.254,0.345,0.658,0.099,0.000,0.491,0.000,0.170]",2,0.187,0.1
JRN-00557-002,TRAV-00557,2,JRN-WH,0.829,"[0.343,0.608,0.591,0.519,0.626,0.596,0.410,0.452,0.558,0.426]",4,0.233,0.1
JRN-00615-001,TRAV-00615,1,JRN-UN,0.478,"[0.252,0.845,0.536,0.577,0.625,0.467,0.580,0.675,0.470,0.611]",15,0.419,0.05
JRN-00616-001,TRAV-00616,1,JRN-UN,0.228,"[0.155,0.587,0.474,0.453,0.516,0.455,0.331,0.591,0.449,0.418]",17,0.449,0.05
JRN-00452-002,TRAV-00452,2,JRN-LF,0.725,"[0.175,0.098,0.145,0.024,0.836,0.237,0.090,0.523,0.407,0.094]",2,0.208,0.1
JRN-00617-001,TRAV-00617,1,JRN-DO,0.876,"[0.358,0.229,0.192,0.000,0.015,0.721,0.805,0.806,0.857,0.132]",11,0.273,0.05
JRN-00618-001,TRAV-00618,1,JRN-LF,0.913,"[0.200,0.463,0.203,0.168,0.739,0.030,0.000,0.713,0.226,0.013]",1,0.076,0.05
JRN-00619-001,TRAV-00619,1,JRN-LF,0.852,"[0.338,0.235,0.000,0.193,0.896,0.211,0.095,0.322,0.206,0.000]",1,0.211,0.05
JRN-00620-001,TRAV-00620,1,JRN-UN,0.398,"[0.565,0.425,0.249,0.644,0.078,0.560,0.000,0.582,0.325,0.614]",19,0.516,0.05
JRN-00621-001,TRAV-00621,1,JRN-DO,0.649,"[0.143,0.180,0.205,0.117,0.170,0.823,1.000,0.969,1.000,0.049]",10,0.221,0.05
JRN-00622-001,TRAV-00622,1,JRN-HA,0.847,"[0.758,0.587,1.000,0.786,0.736,0.453,0.600,0.219,0.236,0.665]",12,0.286,0.05
JRN-00623-001,TRAV-00623,1,JRN-LF,0.886,"[0.188,0.078,0.182,0.335,1.000,0.208,0.000,1.000,0.000,0.048]",1,0.332,0.05
JRN-00277-003,TRAV-00277,3,JRN-LF,0.888,"[0.378,0.073,0.146,0.094,0.825,0.343,0.000,0.834,0.238,0.345]",2,0.354,0.15
JRN-00493-002,TRAV-00493,2,JRN-WH,0.88,"[0.675,0.776,0.350,0.634,0.644,0.341,0.205,0.369,0.261,0.867]",4,0.046,0.1
JRN-00624-001,TRAV-00624,1,JRN-HA,0.58,"[0.751,0.717,1.000,0.977,0.699,0.580,0.630,0.312,0.145,0.799]",12,0.312,0.05
JRN-00625-001,TRAV-00625,1,JRN-LF,0.657,"[0.298,0.387,0.102,0.214,0.716,0.078,0.335,0.578,0.167,0.175]",1,0.207,0.05
JRN-00236-002,TRAV-00236,2,JRN-UN,0.324,"[0.619,0.585,0.357,0.609,0.332,0.419,0.203,0.476,0.359,0.603]",19,0.407,0.1
JRN-00626-001,TRAV-00626,1,JRN-LF,0.776,"[0.000,0.375,0.155,0.133,1.000,0.304,0.070,0.689,0.239,0.000]",3,0.184,0.05
JRN-00627-001,TRAV-00627,1,JRN-UN,0.306,"[0.206,0.457,0.305,0.453,0.407,0.158,0.127,0.685,0.228,0.128]",18,0.345,0.05
JRN-00628-001,TRAV-00628,1,JRN-WH,0.885,"[0.585,0.645,0.380,0.467,0.453,0.521,0.288,0.474,0.531,0.362]",8,0,0.05
JRN-00629-001,TRAV-00629,1,JRN-UN,0.312,"[0.346,0.458,0.134,0.524,0.452,0.492,0.182,0.281,0.424,0.526]",16,0.407,0.05
JRN-00630-001,TRAV-00630,1,JRN-DO,0.689,"[0.374,0.196,0.243,0.177,0.156,0.827,0.806,0.715,0.639,0.414]",11,0.06,0.05
JRN-00631-001,TRAV-00631,1,JRN-WH,0.874,"[0.641,0.403,0.439,0.510,0.522,0.554,0.426,0.677,0.789,0.666]",5,0.168,0.05
JRN-00632-001,TRAV-00632,1,JRN-HA,0.732,"[0.577,0.874,0.824,0.728,0.706,0.670,0.567,0.280,0.505,0.374]",13,0.292,0.05
