decision_id,expedition_id,day_of_expedition,decision_type,protocol_recommendation,actual_decision,decision_maker,outcome_impact,retrospective_assessment
DEC-03835,EXP-916-005,5,engage,observe,observe,protocol,positive,correct
DEC-03836,EXP-916-005,7,engage,observe,observe,protocol,critical_negative,inconclusive
DEC-03837,EXP-916-005,8,camp,standard_site,continue,crew_leader,positive,correct
DEC-03838,EXP-916-005,9,retreat,partial_retreat,partial_retreat,protocol,positive,correct
DEC-03839,EXP-916-006,2,retreat,partial_retreat,full_retreat,crew_leader,critical_negative,unknown
DEC-03840,EXP-916-006,2,retreat,proceed,proceed,protocol,positive,correct
DEC-03841,EXP-916-006,6,engage,observe,observe,protocol,neutral,inconclusive
DEC-03842,EXP-916-006,8,retreat,pause,pause,protocol,neutral,correct
DEC-03843,EXP-916-006,9,route,retreat_path,retreat_path,protocol,negative,inconclusive
DEC-03844,EXP-916-006,11,retreat,partial_retreat,partial_retreat,protocol,neutral,inconclusive
DEC-03845,EXP-916-006,14,collect,standard_specimen,standard_specimen,protocol,critical_negative,unknown
DEC-03846,EXP-916-006,15,retreat,full_retreat,full_retreat,protocol,positive,correct
DEC-03847,EXP-916-006,18,engage,cautious_approach,direct_engagement,crew_leader,neutral,inconclusive
DEC-03848,EXP-916-006,20,route,retreat_path,retreat_path,protocol,neutral,correct
DEC-03849,EXP-916-006,22,engage,direct_engagement,observe,crew_leader,positive,correct
DEC-03850,EXP-916-007,2,retreat,partial_retreat,partial_retreat,protocol,neutral,inconclusive
DEC-03851,EXP-916-007,4,route,retreat_path,primary_path,crew_leader,neutral,correct
DEC-03852,EXP-916-007,5,collect,skip,skip,protocol,positive,correct
DEC-03853,EXP-916-007,6,route,alternate_path,investigate,crew_leader,positive,correct
DEC-03854,EXP-916-007,8,collect,priority_specimen,priority_specimen,protocol,positive,correct
DEC-03855,EXP-916-007,10,retreat,full_retreat,proceed,crew_leader,positive,correct
DEC-03856,EXP-916-008,2,engage,cautious_approach,cautious_approach,protocol,positive,correct
DEC-03857,EXP-916-008,3,engage,cautious_approach,cautious_approach,protocol,positive,correct
DEC-03858,EXP-916-008,6,collect,priority_specimen,skip,crew_leader,positive,correct
DEC-03859,EXP-916-008,8,engage,cautious_approach,cautious_approach,protocol,positive,correct
DEC-03860,EXP-916-008,8,engage,avoid,avoid,protocol,critical_positive,correct
DEC-03861,EXP-916-008,12,engage,observe,observe,protocol,positive,correct
DEC-03862,EXP-917-001,1,camp,continue,continue,protocol,positive,correct
DEC-03863,EXP-917-001,3,route,alternate_path,alternate_path,protocol,neutral,inconclusive
DEC-03864,EXP-917-001,6,camp,continue,continue,protocol,critical_negative,inconclusive
DEC-03865,EXP-917-001,8,engage,avoid,avoid,protocol,negative,incorrect
DEC-03866,EXP-917-001,8,engage,direct_engagement,direct_engagement,protocol,critical_positive,correct
DEC-03867,EXP-917-001,11,route,retreat_path,retreat_path,protocol,neutral,correct
DEC-03869,EXP-917-002,1,route,investigate,investigate,protocol,positive,correct
DEC-03868,EXP-917-002,2,engage,observe,observe,protocol,positive,correct
DEC-03870,EXP-917-002,4,engage,cautious_approach,cautious_approach,protocol,positive,correct
DEC-03871,EXP-917-003,1,camp,standard_site,standard_site,protocol,neutral,inconclusive
DEC-03872,EXP-917-003,3,camp,continue,continue,protocol,critical_negative,inconclusive
DEC-03873,EXP-917-003,7,camp,defensive_site,defensive_site,protocol,neutral,inconclusive
DEC-03874,EXP-917-004,1,engage,direct_engagement,direct_engagement,protocol,neutral,inconclusive
DEC-03875,EXP-917-004,4,engage,avoid,cautious_approach,crew_leader,positive,correct
DEC-03876,EXP-917-004,5,collect,priority_specimen,priority_specimen,protocol,positive,correct
DEC-03877,EXP-917-004,7,engage,avoid,avoid,protocol,neutral,correct
DEC-03878,EXP-917-005,1,route,retreat_path,retreat_path,protocol,positive,correct
DEC-03879,EXP-917-005,2,retreat,proceed,proceed,protocol,negative,unknown
DEC-03880,EXP-917-005,3,retreat,proceed,proceed,protocol,neutral,inconclusive
DEC-03881,EXP-917-005,6,retreat,pause,pause,protocol,positive,correct
DEC-03882,EXP-917-005,8,retreat,proceed,proceed,protocol,critical_negative,inconclusive
DEC-03883,EXP-917-005,9,camp,standard_site,standard_site,protocol,negative,unknown
DEC-03884,EXP-917-005,13,camp,continue,continue,protocol,critical_negative,incorrect
DEC-03885,EXP-917-005,14,engage,avoid,avoid,protocol,critical_positive,correct
DEC-03886,EXP-917-006,1,collect,priority_specimen,priority_specimen,protocol,neutral,correct
DEC-03887,EXP-917-006,2,engage,avoid,avoid,protocol,neutral,inconclusive
DEC-03888,EXP-917-006,6,retreat,partial_retreat,partial_retreat,protocol,neutral,correct
DEC-03889,EXP-917-006,7,route,primary_path,primary_path,protocol,neutral,correct
DEC-03890,EXP-917-006,9,camp,standard_site,standard_site,protocol,positive,correct
DEC-03891,EXP-917-006,12,retreat,pause,pause,protocol,neutral,inconclusive
DEC-03892,EXP-917-006,15,route,investigate,investigate,protocol,neutral,inconclusive
DEC-03893,EXP-917-007,1,engage,direct_engagement,direct_engagement,protocol,critical_positive,correct
DEC-03894,EXP-917-007,3,camp,emergency_site,emergency_site,protocol,positive,correct
DEC-03895,EXP-917-007,3,collect,skip,skip,protocol,neutral,inconclusive
DEC-03896,EXP-917-007,5,camp,continue,continue,protocol,negative,incorrect
DEC-03897,EXP-917-007,8,collect,priority_specimen,priority_specimen,protocol,negative,inconclusive
DEC-03898,EXP-917-007,9,engage,cautious_approach,cautious_approach,protocol,neutral,inconclusive
DEC-03899,EXP-917-008,2,collect,extensive_collection,extensive_collection,protocol,positive,correct
DEC-03900,EXP-917-008,3,retreat,full_retreat,full_retreat,protocol,neutral,correct
DEC-03901,EXP-917-008,5,collect,priority_specimen,priority_specimen,protocol,positive,correct
DEC-03902,EXP-917-008,6,engage,observe,observe,protocol,positive,correct
DEC-03903,EXP-917-008,8,route,investigate,investigate,protocol,positive,correct
DEC-03904,EXP-917-009,1,collect,extensive_collection,extensive_collection,protocol,positive,correct
DEC-03905,EXP-917-009,2,camp,standard_site,standard_site,protocol,neutral,inconclusive
DEC-03906,EXP-917-009,4,camp,continue,continue,protocol,positive,correct
DEC-03907,EXP-918-001,2,retreat,pause,pause,protocol,positive,correct
DEC-03908,EXP-918-001,4,route,alternate_path,alternate_path,protocol,neutral,correct
DEC-03909,EXP-918-001,6,collect,standard_specimen,standard_specimen,protocol,neutral,inconclusive
DEC-03910,EXP-918-001,6,route,alternate_path,alternate_path,protocol,positive,correct
DEC-03911,EXP-918-002,1,retreat,proceed,proceed,protocol,neutral,inconclusive
DEC-03912,EXP-918-002,3,collect,skip,skip,protocol,positive,correct
DEC-03913,EXP-918-002,4,engage,cautious_approach,cautious_approach,protocol,neutral,inconclusive
DEC-03914,EXP-918-002,5,route,primary_path,primary_path,protocol,positive,correct
DEC-03915,EXP-918-003,1,retreat,pause,pause,protocol,neutral,inconclusive
DEC-03916,EXP-918-003,3,retreat,partial_retreat,partial_retreat,protocol,neutral,inconclusive
DEC-03917,EXP-918-003,6,retreat,full_retreat,full_retreat,protocol,neutral,inconclusive
DEC-03918,EXP-918-003,7,engage,avoid,avoid,protocol,positive,correct
DEC-03919,EXP-918-003,8,collect,priority_specimen,priority_specimen,protocol,neutral,inconclusive
DEC-03920,EXP-918-003,10,retreat,full_retreat,full_retreat,protocol,positive,correct
DEC-03921,EXP-918-003,12,engage,observe,avoid,crew_leader,positive,correct
DEC-03922,EXP-918-004,2,camp,continue,continue,protocol,positive,correct
DEC-03923,EXP-918-004,2,engage,observe,observe,protocol,positive,correct
DEC-03925,EXP-918-004,4,collect,skip,skip,protocol,positive,correct
DEC-03924,EXP-918-004,5,retreat,proceed,proceed,protocol,critical_positive,correct
DEC-03926,EXP-918-004,8,retreat,partial_retreat,partial_retreat,protocol,positive,correct
DEC-03927,EXP-918-004,8,retreat,proceed,proceed,protocol,neutral,inconclusive
DEC-03928,EXP-918-005,2,route,alternate_path,alternate_path,protocol,neutral,correct
DEC-03929,EXP-918-005,4,camp,defensive_site,defensive_site,protocol,positive,correct
DEC-03930,EXP-918-005,6,collect,standard_specimen,standard_specimen,protocol,positive,correct
DEC-03931,EXP-918-005,9,collect,priority_specimen,priority_specimen,protocol,positive,correct
DEC-03932,EXP-918-006,2,collect,extensive_collection,extensive_collection,protocol,critical_positive,correct
DEC-03933,EXP-918-006,3,engage,avoid,avoid,protocol,positive,correct
DEC-03934,EXP-918-006,4,engage,observe,observe,protocol,positive,correct
DEC-03935,EXP-918-007,1,camp,continue,continue,protocol,positive,correct
DEC-03936,EXP-918-007,2,route,retreat_path,retreat_path,protocol,neutral,correct
DEC-03937,EXP-918-007,7,retreat,pause,pause,crew_leader,positive,correct
DEC-03938,EXP-918-007,7,camp,defensive_site,defensive_site,protocol,positive,correct
DEC-03939,EXP-918-008,1,engage,cautious_approach,cautious_approach,protocol,positive,correct
DEC-03940,EXP-918-008,3,engage,cautious_approach,cautious_approach,protocol,negative,incorrect
DEC-03941,EXP-918-008,5,collect,standard_specimen,standard_specimen,protocol,critical_positive,correct
DEC-03942,EXP-918-008,7,route,retreat_path,retreat_path,protocol,critical_negative,inconclusive
DEC-03943,EXP-918-009,1,route,investigate,investigate,protocol,neutral,correct
DEC-03944,EXP-918-009,3,retreat,partial_retreat,partial_retreat,protocol,neutral,inconclusive
DEC-03945,EXP-918-009,5,engage,observe,observe,protocol,neutral,inconclusive
DEC-03946,EXP-918-009,8,engage,avoid,avoid,protocol,positive,correct
DEC-03947,EXP-918-009,9,collect,priority_specimen,priority_specimen,protocol,positive,correct
DEC-03948,EXP-918-010,1,retreat,proceed,proceed,protocol,positive,correct
DEC-03949,EXP-918-010,2,camp,emergency_site,emergency_site,protocol,positive,correct
DEC-03950,EXP-918-010,4,engage,cautious_approach,cautious_approach,protocol,neutral,inconclusive
DEC-03951,EXP-918-010,7,engage,observe,direct_engagement,crew_leader,neutral,inconclusive
DEC-03952,EXP-918-010,8,engage,avoid,avoid,protocol,neutral,inconclusive
DEC-03953,EXP-918-010,8,engage,avoid,avoid,protocol,positive,correct
DEC-03954,EXP-919-001,1,engage,direct_engagement,direct_engagement,protocol,neutral,inconclusive
DEC-03955,EXP-919-001,3,retreat,partial_retreat,partial_retreat,protocol,neutral,correct
DEC-03956,EXP-919-001,3,retreat,pause,pause,crew_leader,neutral,correct
DEC-03957,EXP-919-001,5,route,alternate_path,retreat_path,crew_leader,positive,correct
DEC-03958,EXP-919-001,7,collect,skip,skip,protocol,positive,correct
DEC-03959,EXP-919-001,10,route,alternate_path,alternate_path,protocol,positive,correct
DEC-03960,EXP-919-002,1,engage,avoid,avoid,protocol,neutral,correct
DEC-03961,EXP-919-002,2,engage,cautious_approach,cautious_approach,protocol,critical_positive,correct
DEC-03962,EXP-919-002,3,collect,standard_specimen,standard_specimen,protocol,positive,correct
DEC-03963,EXP-919-002,5,collect,standard_specimen,standard_specimen,protocol,negative,incorrect
DEC-03964,EXP-919-002,9,retreat,proceed,full_retreat,crew_leader,positive,correct
DEC-03965,EXP-919-002,11,engage,cautious_approach,cautious_approach,protocol,negative,unknown
DEC-03966,EXP-919-002,11,engage,cautious_approach,cautious_approach,protocol,critical_negative,unknown
DEC-03967,EXP-919-002,13,collect,priority_specimen,priority_specimen,protocol,neutral,inconclusive
DEC-03968,EXP-919-002,15,camp,standard_site,standard_site,crew_leader,neutral,inconclusive
DEC-03969,EXP-919-002,17,camp,standard_site,standard_site,protocol,negative,unknown
DEC-03970,EXP-919-003,1,retreat,proceed,proceed,protocol,positive,correct
DEC-03971,EXP-919-003,1,engage,cautious_approach,cautious_approach,protocol,positive,correct
DEC-03972,EXP-919-003,4,camp,continue,continue,protocol,positive,correct
DEC-03973,EXP-919-003,6,route,investigate,investigate,protocol,positive,correct
DEC-03974,EXP-919-003,6,camp,defensive_site,defensive_site,protocol,neutral,inconclusive
DEC-03975,EXP-919-003,7,collect,standard_specimen,priority_specimen,crew_leader,positive,correct
DEC-03976,EXP-919-003,10,camp,defensive_site,defensive_site,protocol,positive,correct
DEC-03977,EXP-919-004,1,collect,skip,skip,protocol,positive,correct
DEC-03978,EXP-919-004,2,engage,avoid,avoid,protocol,positive,correct
DEC-03979,EXP-919-004,2,engage,direct_engagement,direct_engagement,protocol,positive,correct
DEC-03980,EXP-919-004,4,collect,extensive_collection,extensive_collection,protocol,neutral,correct
DEC-03981,EXP-919-004,5,retreat,partial_retreat,partial_retreat,protocol,positive,correct
DEC-03982,EXP-919-005,1,route,primary_path,primary_path,protocol,neutral,correct
DEC-03983,EXP-919-005,2,engage,cautious_approach,avoid,crew_leader,negative,incorrect
DEC-03984,EXP-919-005,4,camp,continue,standard_site,crew_leader,positive,correct
DEC-03985,EXP-919-005,6,route,investigate,alternate_path,crew_leader,neutral,inconclusive
DEC-03986,EXP-919-006,2,collect,priority_specimen,priority_specimen,protocol,critical_negative,inconclusive
DEC-03987,EXP-919-006,2,engage,cautious_approach,avoid,crew_leader,critical_negative,unknown
DEC-03988,EXP-919-006,6,route,alternate_path,alternate_path,protocol,negative,incorrect
DEC-03989,EXP-919-006,6,retreat,pause,pause,protocol,negative,incorrect
DEC-03990,EXP-919-007,1,engage,avoid,avoid,protocol,positive,correct
DEC-03991,EXP-919-007,3,retreat,proceed,proceed,protocol,critical_negative,inconclusive
DEC-03992,EXP-919-007,4,engage,cautious_approach,cautious_approach,protocol,neutral,inconclusive
DEC-03993,EXP-919-007,5,engage,cautious_approach,cautious_approach,protocol,negative,inconclusive
DEC-03994,EXP-919-007,6,camp,defensive_site,defensive_site,crew_leader,positive,correct
DEC-03995,EXP-919-007,7,retreat,full_retreat,partial_retreat,crew_leader,positive,correct
DEC-03996,EXP-919-008,1,route,alternate_path,retreat_path,crew_leader,positive,correct
DEC-03997,EXP-919-008,2,camp,emergency_site,standard_site,crew_leader,positive,correct
DEC-03998,EXP-919-008,4,retreat,full_retreat,proceed,crew_leader,positive,correct
DEC-03999,EXP-919-008,6,retreat,pause,partial_retreat,crew_leader,neutral,inconclusive
DEC-04000,EXP-919-008,8,collect,priority_specimen,standard_specimen,crew_leader,positive,correct
DEC-04001,EXP-919-008,11,engage,cautious_approach,direct_engagement,crew_leader,positive,correct
DEC-04002,EXP-919-008,12,collect,priority_specimen,extensive_collection,crew_leader,positive,correct
DEC-04003,EXP-919-008,15,retreat,proceed,partial_retreat,crew_leader,neutral,correct
DEC-04004,EXP-919-008,18,route,retreat_path,retreat_path,crew_leader,positive,correct
DEC-04005,EXP-919-008,19,collect,priority_specimen,standard_specimen,crew_leader,positive,correct
DEC-04006,EXP-919-008,21,route,investigate,primary_path,crew_leader,positive,correct
DEC-04007,EXP-919-008,23,retreat,pause,pause,crew_leader,neutral,correct
DEC-04008,EXP-919-009,1,collect,standard_specimen,standard_specimen,protocol,positive,correct
DEC-04009,EXP-919-009,4,retreat,partial_retreat,partial_retreat,protocol,neutral,inconclusive
DEC-04010,EXP-919-009,7,engage,direct_engagement,direct_engagement,protocol,positive,correct
DEC-04011,EXP-919-009,9,route,retreat_path,retreat_path,protocol,neutral,correct
DEC-04012,EXP-919-009,11,route,retreat_path,retreat_path,protocol,critical_positive,correct
DEC-04013,EXP-919-010,1,camp,defensive_site,continue,crew_leader,neutral,correct
DEC-04014,EXP-919-010,2,engage,direct_engagement,observe,crew_leader,neutral,inconclusive
DEC-04015,EXP-919-010,3,engage,direct_engagement,direct_engagement,protocol,positive,correct
DEC-04016,EXP-919-010,6,camp,defensive_site,defensive_site,protocol,positive,correct
DEC-04017,EXP-919-010,8,route,alternate_path,alternate_path,protocol,positive,correct
DEC-04018,EXP-919-010,9,engage,direct_engagement,direct_engagement,protocol,positive,correct
DEC-04019,EXP-919-010,11,camp,defensive_site,continue,crew_leader,neutral,inconclusive
DEC-04020,EXP-919-010,13,route,investigate,investigate,protocol,positive,correct
DEC-04021,EXP-920-001,2,route,alternate_path,alternate_path,protocol,positive,correct
DEC-04022,EXP-920-001,2,collect,priority_specimen,priority_specimen,protocol,positive,correct
DEC-04023,EXP-920-001,3,engage,avoid,cautious_approach,crew_leader,neutral,correct
DEC-04024,EXP-920-001,3,route,investigate,investigate,protocol,positive,correct
DEC-04025,EXP-920-001,4,camp,defensive_site,defensive_site,protocol,positive,correct
DEC-04026,EXP-920-002,2,retreat,proceed,partial_retreat,crew_leader,positive,correct
DEC-04027,EXP-920-002,3,camp,continue,continue,protocol,neutral,correct
DEC-04028,EXP-920-002,5,route,retreat_path,retreat_path,protocol,positive,correct
DEC-04029,EXP-920-002,5,collect,priority_specimen,priority_specimen,protocol,positive,correct
DEC-04030,EXP-920-002,8,engage,cautious_approach,cautious_approach,crew_leader,positive,correct
DEC-04031,EXP-920-002,8,engage,observe,observe,crew_leader,critical_positive,correct
DEC-04032,EXP-920-003,1,route,primary_path,alternate_path,crew_leader,neutral,inconclusive
DEC-04033,EXP-920-003,3,collect,skip,priority_specimen,crew_leader,positive,correct
DEC-04034,EXP-920-003,3,retreat,partial_retreat,proceed,crew_leader,positive,correct
DEC-04035,EXP-920-003,6,route,primary_path,investigate,crew_leader,neutral,inconclusive
DEC-04036,EXP-920-003,7,engage,direct_engagement,cautious_approach,crew_leader,positive,correct
DEC-04037,EXP-920-003,10,camp,emergency_site,emergency_site,protocol,positive,correct
DEC-04038,EXP-920-003,12,engage,cautious_approach,avoid,crew_leader,neutral,correct
DEC-04039,EXP-920-003,13,retreat,proceed,proceed,crew_leader,neutral,correct
